rank,attraction_id,name,category,neighborhood,rating,review_count,travelers_choice,open_status,booking_available,description,url
2328,28657073,"Viktor R. Boyko I Masajes, Osteopatía y MTC",(1),Spas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d28657073-Reviews-Viktor_R_Boyko_I_Masajes_Osteopatia_y_MTC-Madrid.html
2329,33093763,Pilates Chamberi,(1),Yoga & Pilates,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d33093763-Reviews-Pilates_Chamberi-Madrid.html
2330,28940923,MADRID EXPLORER TOURS,(1),Day Trips,5,1,FALSE,,,"Discover Madrid with our agency, offering unique tours that dive into the essence of Spain’s vibrant capital. From the grandur of the Royal Palace to the masterpieces housed in the Prado and Reina…",https://www.tripadvisor.com/Attraction_Review-g187514-d28940923-Reviews-MADRID_EXPLORER_TOURS-Madrid.html
2331,21443703,TAXI CUSTOM VAN MADRID,(4),Taxis & Shuttles,4,4,FALSE,Open now,,At TAXI CUSTOM VAN MADRID - TAXI VAN CUSTOM SERVICE we have several 7-seater and 8-seater taxis to ensure a comfortable and spacious trip. Ensure a trip to or from the airport with your group of friends…,https://www.tripadvisor.com/Attraction_Review-g187514-d21443703-Reviews-TAXI_CUSTOM_VAN_MADRID-Madrid.html
2332,31915714,Insolit'PROD Madrid - Escape games outdoor et jeux urbains insolites,(1),City Tours • Cultural Tours,5,1,FALSE,,,"#1 outdoor urban activity, discovery track games and escape games in Madrid. Live an exciting adventure with friends, family or colleagues! Immersive, flexible and autonomous digital experiences.",https://www.tripadvisor.com/Attraction_Review-g187514-d31915714-Reviews-Insolit_PROD_Madrid_Escape_games_outdoor_et_jeux_urbains_insolites-Madrid.html
2333,26825288,Magical Hands 369 Madrid Beauty and Wellness,(1),Arab Baths • Spas,5,1,FALSE,,,"""We, Magic Hands Madrid Center, provide massage services of all kinds: Chinese, Swedish, tui na, shiatsu, lumi-lumi, relaxation, and therapeutic massage to treat back, muscle, and neck pain, reflexology…",https://www.tripadvisor.com/Attraction_Review-g187514-d26825288-Reviews-Magical_Hands_369_Madrid_Beauty_and_Wellness-Madrid.html
2334,21250874,Santuario De Schoenstatt,(4),Religious Sites • Churches & Cathedrals,3.8,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d21250874-Reviews-Santuario_De_Schoenstatt-Madrid.html
2335,20174504,www.mambogroup.es,(2),"Bar, Club & Pub Tours • Wine Tours & Tastings",5,2,FALSE,,,"Mambo Group, born with the idea and purpose of recovering the authentic flavors of our gastronomy in the center of Madrid. Currently we carry out gastronomic activities proposing different concepts…",https://www.tripadvisor.com/Attraction_Review-g187514-d20174504-Reviews-Www_mambogroup_es-Madrid.html
2336,32978513,Girotuktuk Madrid,(1),City Tours • Sightseeing Tours,5,1,FALSE,,,"GiroTukTuk Madrid: Tours en tuk-tuk para descubrir la historia y la belleza de Madrid. Recorridos personalizados, guías expertos y una experiencia inolvidable. ¡Reserva tu tour ahora y explora Madrid…",https://www.tripadvisor.com/Attraction_Review-g187514-d32978513-Reviews-Girotuktuk_Madrid-Madrid.html
2337,5909942,Mariana Café Bar & After Work,(1),Bars & Clubs,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5909942-Reviews-Mariana_Cafe_Bar_After_Work-Madrid.html
2338,18083518,Scalas,(2),Bars & Clubs,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d18083518-Reviews-Scalas-Madrid.html
2339,23151262,Oratorio Del Santo Cristo Del Olivar.,(4),Religious Sites • Churches & Cathedrals,3.8,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d23151262-Reviews-Oratorio_Del_Santo_Cristo_Del_Olivar-Madrid.html
2340,13134685,Marphil,(1),Paint & Pottery Studios,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d13134685-Reviews-Marphil-Madrid.html
2341,32909248,Casita Del Ratón Perez,(1),Points of Interest & Landmarks,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d32909248-Reviews-Casita_Del_Raton_Perez-Madrid.html
2342,5910172,Pub La Troje,(5),Bars & Clubs,4.2,5,FALSE,Open now,,Neighborhood pub set in an attic where farm implements and old things that were no longer used were kept. Good musi...,https://www.tripadvisor.com/Attraction_Review-g187514-d5910172-Reviews-Pub_La_Troje-Madrid.html
2343,32894578,Casa 1800 Madrid,(1),Speciality & Gift Shops,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d32894578-Reviews-Casa_1800_Madrid-Madrid.html
2344,25281491,Teatro Coliseum,(1),Theaters,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d25281491-Reviews-Teatro_Coliseum-Madrid.html
2345,27736805,Madrid Academy of Art,(1),Paint & Pottery Studios,5,1,FALSE,,,"Our academy offers a deeply personalized educational experience in the art of drawing, painting and sculpture. We specialize in areas such as figure, portrait, anatomy, composition and landscape, …",https://www.tripadvisor.com/Attraction_Review-g187514-d27736805-Reviews-Madrid_Academy_of_Art-Madrid.html
2346,21374992,Parroquia Santuario De Nuestra Señora Del Perpetuo Socorro,(3),Churches & Cathedrals,4,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d21374992-Reviews-Parroquia_Santuario_De_Nuestra_Senora_Del_Perpetuo_Socorro-Madrid.html
2347,5904787,Tabernamania,Bars & Clubs,Chamberí,3.6,10,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5904787-Reviews-Tabernamania-Madrid.html
2348,25357096,Masajes Buda 84,(1),Spas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d25357096-Reviews-Masajes_Buda_84-Madrid.html
2349,18990781,La Cuchara de Lavapiés,(2),Cooking Classes,4.5,2,FALSE,,,"Kinds of paella and potato omelette I'm Alfonso, chef of La Cuchara. I love traditional Spanish cuisine and I would like to show you how to make an authentic paella and potato omelette.",https://www.tripadvisor.com/Attraction_Review-g187514-d18990781-Reviews-La_Cuchara_de_Lavapies-Madrid.html
2350,32810912,Placeria Masajes,(1),Spas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d32810912-Reviews-Placeria_Masajes-Madrid.html
2351,15595032,Centro Comercial la Ermita,(1),Shopping Malls,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d15595032-Reviews-Centro_Comercial_la_Ermita-Madrid.html
2352,27908695,Lasociaciøn,(1),Dance Clubs & Discos,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d27908695-Reviews-Lasociacion-Madrid.html
2353,23287351,Palacio Del Marqués De Perales,(3),Architectural Buildings,4.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d23287351-Reviews-Palacio_Del_Marques_De_Perales-Madrid.html
2354,5027783,Gris Bar,(7),Bars & Clubs,3.9,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5027783-Reviews-Gris_Bar-Madrid.html
2355,17648937,Travel Grackle,(2),Multi-day Tours • Cultural Tours,4.5,2,FALSE,,,"Travel Grackle is a boutique travel experience. We aim to provide you with an unforgettable adventure, opening your mind to new possibilities and experiences. We believe in interacting with locals…",https://www.tripadvisor.com/Attraction_Review-g187514-d17648937-Reviews-Travel_Grackle-Madrid.html
2356,16907630,Your Way Adventures,(2),Multi-day Tours • Bike Tours,5,2,FALSE,,,"Since 2010, we have dedicated ourselves to one trip and one trip only, the Camino de Santiago. We have scrutinized every inch of this incredible destination and are able to expertly guide and design…",https://www.tripadvisor.com/Attraction_Review-g187514-d16907630-Reviews-Your_Way_Adventures-Madrid.html
2357,25463023,Paracia,(1),Speciality & Gift Shops,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d25463023-Reviews-Paracia-Madrid.html
2358,14069317,Sombrereria Yoqs,(2),Speciality & Gift Shops,4.5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d14069317-Reviews-Sombrereria_Yoqs-Madrid.html
2359,23296023,Monumento A Los Saineteros Madrileños,(2),Monuments & Statues,4,2,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d23296023-Reviews-Monumento_A_Los_Saineteros_Madrilenos-Madrid.html
2360,8442221,Blai,(3),Taxis & Shuttles • Sightseeing Tours,5,3,FALSE,,,Discover Madrid with Blai Limousines.,https://www.tripadvisor.com/Attraction_Review-g187514-d8442221-Reviews-Blai-Madrid.html
2361,32616474,Centro de Turismo Sol,(1),Visitor Centers,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d32616474-Reviews-Centro_de_Turismo_Sol-Madrid.html
2362,28153692,Flamenco Megumi,(1),Lessons & Workshops,5,1,FALSE,,,Immerse yourself in the authentic flamenco experience with our exclusive classes. It is a unique opportunity to feel the passion and art of Spain in the heart of Madrid! What do we offer? -1 Hour …,https://www.tripadvisor.com/Attraction_Review-g187514-d28153692-Reviews-Flamenco_Megumi-Madrid.html
2363,23628022,An-bi Moda Hombre,(1),Speciality & Gift Shops,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d23628022-Reviews-An_bi_Moda_Hombre-Madrid.html
2364,30825063,Galería Gaudí,(1),Art Galleries,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d30825063-Reviews-Galeria_Gaudi-Madrid.html
2365,30527077,Peluquería Hairkrone Caleruega,(1),Spas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d30527077-Reviews-Peluqueria_Hairkrone_Caleruega-Madrid.html
2366,28588651,Divanixophoto,(1),Photography Tours,5,1,FALSE,,,"Your Friendly Vacation Photographer in Madrid I'm a photographer based in Madrid, specializing in vacation photography for solo travelers, couples, families, and friends. If you're looking to capture…",https://www.tripadvisor.com/Attraction_Review-g187514-d28588651-Reviews-Divanixophoto-Madrid.html
2367,29016104,BOURBON MADRID FREE TOUR,(1),City Tours • Sightseeing Tours,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d29016104-Reviews-BOURBON_MADRID_FREE_TOUR-Madrid.html
2368,27972431,Notorious Cocktail Bar,(1),Bars & Clubs,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d27972431-Reviews-Notorious_Cocktail_Bar-Madrid.html
2369,28704747,Improvisation Sundays,(1),Theaters,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d28704747-Reviews-Improvisation_Sundays-Madrid.html
2370,5899382,Disco pub EL PATO Mojado,(3),Dance Clubs & Discos,4.3,3,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5899382-Reviews-Disco_pub_EL_PATO_Mojado-Madrid.html
2371,20968590,CulinarySpain,(1),City Tours • Cultural Tours,5,1,FALSE,,,"Agency specialized in offering unique and tailor-made gastronomic routes and experiences throughout Spain, both for individuals and entrepreneurs, whether for your leisure time or for corporate events…",https://www.tripadvisor.com/Attraction_Review-g187514-d20968590-Reviews-CulinarySpain-Madrid.html
2372,25063138,Casas Consistoriales De La Villa,(2),Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d25063138-Reviews-Casas_Consistoriales_De_La_Villa-Madrid.html
2373,23067102,El Manitas del Ordenador [ The Computer Handyman Service ],(1),Shopping Tours • Eco Tours,5,1,FALSE,,,The Computer Handyman is a Collaborative Platform that unites private and business clients with freelance technicians and technological professionals in Madrid. You can access the choice and request…,https://www.tripadvisor.com/Attraction_Review-g187514-d23067102-Reviews-El_Manitas_del_Ordenador_The_Computer_Handyman_Service-Madrid.html
2374,4085720,Al Vicente. Copas,(8),Bars & Clubs,4,8,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d4085720-Reviews-Al_Vicente_Copas-Madrid.html
2375,5906670,Aki Madrid,(9),Bars & Clubs,3.4,9,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5906670-Reviews-Aki_Madrid-Madrid.html
2376,26857413,Wherever tours,(1),Multi-day Tours,5,1,FALSE,,,"Since our founding in 2015, we have helped fulfill the dreams of over 1,000 travelers. We strive to make sure that all of our customers have memorable experiences that will last a lifetime. At Wherever…",https://www.tripadvisor.com/Attraction_Review-g187514-d26857413-Reviews-Wherever_tours-Madrid.html
2377,4223744,Jimmy Jazz,(8),Theater & Performances,3.9,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d4223744-Reviews-Jimmy_Jazz-Madrid.html
2378,8311441,El Juglar,(5),Bars & Clubs • Blues Bars,4.2,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d8311441-Reviews-El_Juglar-Madrid.html
2380,28106540,Mercadona,(1),Speciality & Gift Shops,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d28106540-Reviews-Mercadona-Madrid.html
2381,19423966,Tununtunumba,(2),Speciality & Gift Shops,4.5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d19423966-Reviews-Tununtunumba-Madrid.html
2382,23587949,Thai Room Spa - Only You Boutique,(1),Spas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d23587949-Reviews-Thai_Room_Spa_Only_You_Boutique-Madrid.html
2383,15247490,One Day with a Guide in Madrid,(2),Private Tours,5,2,FALSE,,,"Dear guests, I'm a Journalist writter about lovely cities as Madrid and passionated/experienced taking friends and guests around the main spots, the best restaurants, making photos, organizing in …",https://www.tripadvisor.com/Attraction_Review-g187514-d15247490-Reviews-One_Day_with_a_Guide_in_Madrid-Madrid.html
2384,6707238,"Centro Terapéutico Saltium, S.L.",(3),Spas,5,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d6707238-Reviews-Centro_Terapeutico_Saltium_S_L-Madrid.html
2385,27689486,Museo de la Luz,(2),Day Trips,4,2,FALSE,,,"Cultural space that is dedicated to exhibiting and promoting works of art that use light as the main means of expression. Installations, sculptures, projections and other art forms that use light …",https://www.tripadvisor.com/Attraction_Review-g187514-d27689486-Reviews-Museo_de_la_Luz-Madrid.html
2386,5908470,Mulligan's Irish Pub Carabanchel,(7),Bars & Clubs,4.3,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5908470-Reviews-Mulligan_s_Irish_Pub_Carabanchel-Madrid.html
2387,27804661,Walkers Appeal,(1),Fashion Shows & Tours • Shopping Tours,5,1,FALSE,,,"At Walkers Appeal, fashion is a narrative of craftsmanship and lasting memories. Our brand, crafted in Galicia, Spain, captures timeless elegance for every occasion. Our journey began with minimalist…",https://www.tripadvisor.com/Attraction_Review-g187514-d27804661-Reviews-Walkers_Appeal-Madrid.html
2388,27922555,Kombiretro,(1),Hop-On Hop-Off Tours • Taxis & Shuttles,5,1,FALSE,,,RENTAL OF CLASSIC CARS AND 'HIPPIES' VANS FOR EVENTS Are you looking for a unique and original way to celebrate a special event? Don't miss the opportunity to make your celebration unforgettable. …,https://www.tripadvisor.com/Attraction_Review-g187514-d27922555-Reviews-Kombiretro-Madrid.html
2389,27928933,Ingrato Club Madrid,(1),Bars & Clubs • Gay Bars,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d27928933-Reviews-Ingrato_Club_Madrid-Madrid.html
2390,27821477,Museo Torres Quevedo,(1),Science Museums,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d27821477-Reviews-Museo_Torres_Quevedo-Madrid.html
2391,5919031,Cafeteria El Paso,(8),Bars & Clubs,4.1,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5919031-Reviews-Cafeteria_El_Paso-Madrid.html
2392,27782974,Círculo Catalán de Madrid,(1),Cultural Events • Theater & Performances,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d27782974-Reviews-Circulo_Catalan_de_Madrid-Madrid.html
2393,23965453,Parroquia De San Antonio De La Florida,(5),Religious Sites,3.4,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d23965453-Reviews-Parroquia_De_San_Antonio_De_La_Florida-Madrid.html
2394,23272204,Convento De Santo Domingo El Real,(3),Architectural Buildings • Religious Sites,4,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d23272204-Reviews-Convento_De_Santo_Domingo_El_Real-Madrid.html
2395,8073439,Elite Pilates,(6),Yoga & Pilates,3.7,6,FALSE,,,Elite Pilates is a Pilates studio with over 10 years experience in the center of Madrid focused on providing quality Pilates by mastering the original method obtained directly from the Romana's Pilates…,https://www.tripadvisor.com/Attraction_Review-g187514-d8073439-Reviews-Elite_Pilates-Madrid.html
2396,13458362,Yves Rocher,(3),Spas,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d13458362-Reviews-Yves_Rocher-Madrid.html
2397,27712927,Espacio Iberia Madrid,(1),Airport Lounges,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d27712927-Reviews-Espacio_Iberia_Madrid-Madrid.html
2398,21393498,Port of Canencia,(2),Hiking Trails,4.5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d21393498-Reviews-Port_of_Canencia-Madrid.html
2399,27490252,Yeite,(1),Bars & Clubs,5,1,FALSE,Open now,,"Drinks, Music & Thrills. Innovative cocktails, a cozy ambiance, and amazing music. With a focus on quality ingredients and a blend of technology and craftsmanship, Yeite promises a unique sensory …",https://www.tripadvisor.com/Attraction_Review-g187514-d27490252-Reviews-Yeite-Madrid.html
2400,27698906,Reservas Taxi Madrid,(1),Taxis & Shuttles,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d27698906-Reviews-Reservas_Taxi_Madrid-Madrid.html
2401,27674167,Catch of the Day Comedy Open Mic,(1),Comedy Clubs,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d27674167-Reviews-Catch_of_the_Day_Comedy_Open_Mic-Madrid.html
2402,244590,Cafe del Mercado,(4),Bars & Clubs,4.5,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d244590-Reviews-Cafe_del_Mercado-Madrid.html
2403,26826062,Antiguedades Madrid - Compraventa Anticuario J&M,(1),Antique Shops,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26826062-Reviews-Antiguedades_Madrid_Compraventa_Anticuario_J_M-Madrid.html
2404,12986887,Discobar CIBELES Madrid,(4),Dance Clubs & Discos,3.8,4,FALSE,,,Live your exerience Enjoy with us Dance and smile,https://www.tripadvisor.com/Attraction_Review-g187514-d12986887-Reviews-Discobar_CIBELES_Madrid-Madrid.html
2405,26788341,Plaza De Arturo Barea,(2),Historic Walking Areas,4,2,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26788341-Reviews-Plaza_De_Arturo_Barea-Madrid.html
2406,15235139,Nani Gonzalo Vargas,(1),Day Trips,5,1,FALSE,,,"Guided tours in Madrid, Toledo, Monastery of Escorial, Avila and Segovia. Walking, tapas tours, musems, etc",https://www.tripadvisor.com/Attraction_Review-g187514-d15235139-Reviews-Nani_Gonzalo_Vargas-Madrid.html
2407,24147687,Escultura Jesus Desamparado Thimoty Schmalz 2016,(2),Monuments & Statues,4,2,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d24147687-Reviews-Escultura_Jesus_Desamparado_Thimoty_Schmalz_2016-Madrid.html
2408,27429303,Uadibloc Rocódromo Madrid Centro,(1),Game & Entertainment Centers,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d27429303-Reviews-Uadibloc_Rocodromo_Madrid_Centro-Madrid.html
2409,12169242,Aleatorio,(5),Bars & Clubs,4,5,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d12169242-Reviews-Aleatorio-Madrid.html
2410,13986739,Curso de Coctelería,(2),Lessons & Workshops,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d13986739-Reviews-Curso_de_Cocteleria-Madrid.html
2411,23940291,Las Fuentecillas O Cuatro Fuentes,(3),Fountains,3.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d23940291-Reviews-Las_Fuentecillas_O_Cuatro_Fuentes-Madrid.html
2412,26729925,Alma de Aove,(1),Speciality & Gift Shops,5,1,FALSE,,,"Our goal is to offer unique experiences through the most select Spanish Extra Virgin Olive Oils, promoting gastronomic excellence and the culture of EVOO. During your visit to our Oleoteca you will…",https://www.tripadvisor.com/Attraction_Review-g187514-d26729925-Reviews-Alma_de_Aove-Madrid.html
2413,4442938,Guilligans,(4),Bars & Clubs,4.5,4,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d4442938-Reviews-Guilligans-Madrid.html
2414,5897309,Cafeteria Dosaka,Bars & Clubs,Barrio de Salamanca,3.6,18,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5897309-Reviews-Cafeteria_Dosaka-Madrid.html
2415,26346033,Thai Sol,(1),Spas,5,1,FALSE,,,Foot massage,https://www.tripadvisor.com/Attraction_Review-g187514-d26346033-Reviews-Thai_Sol-Madrid.html
2416,23385093,Climbing in Spain,(1),Multi-day Tours • Canyoning & Rappelling Tours,5,1,FALSE,,,We're a rock climbing agency based in Spain. Our mission is to accompany you to help you achieve your goals. Our proposals range from an introduction to climbing to the most advanced trad climbing…,https://www.tripadvisor.com/Attraction_Review-g187514-d23385093-Reviews-Climbing_in_Spain-Madrid.html
2417,13908909,Señorita Martita,(2),Speciality & Gift Shops,5,2,FALSE,,,timeless italian design | women's clothing workshop and boutique | female prêt-à-porter collections since 2005 | Forbes recommended 2014 | goal: To produce a timeless line of clothing those not necessarily…,https://www.tripadvisor.com/Attraction_Review-g187514-d13908909-Reviews-Senorita_Martita-Madrid.html
2418,8330322,Instant Spanish,(3),Cultural Tours • Walking Tours,5,3,FALSE,,,"The first thing you have to do right after you arrived in Madrid is to learn some basic Spanish if you want to have a better time here. So have fun, join the Instant Spanish in 1 Hour crash course…",https://www.tripadvisor.com/Attraction_Review-g187514-d8330322-Reviews-Instant_Spanish-Madrid.html
2419,20895581,Cortylandia,(9),Theater & Performances,3.4,9,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d20895581-Reviews-Cortylandia-Madrid.html
2420,22979861,Busto De Don Juan De Borbón,(2),Monuments & Statues,4.5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d22979861-Reviews-Busto_De_Don_Juan_De_Borbon-Madrid.html
2421,25220166,Yolo Tours Madrid,(1),City Tours • Cultural Tours,5,1,FALSE,,,Private customized tours in Madrid and nearby UNESCO towns. Explore Madrid at your own pace with your private guide!,https://www.tripadvisor.com/Attraction_Review-g187514-d25220166-Reviews-Yolo_Tours_Madrid-Madrid.html
2422,14791666,SQUARE Fitness Studio,(2),Health Clubs,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d14791666-Reviews-SQUARE_Fitness_Studio-Madrid.html
2423,25400422,Escape Madrid,(1),Escape Games,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d25400422-Reviews-Escape_Madrid-Madrid.html
2424,7688502,Volta Cafe,(6),Bars & Clubs,4,6,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d7688502-Reviews-Volta_Cafe-Madrid.html
2425,5905792,El Palentino,Bars & Clubs,Malasaña,3.5,14,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5905792-Reviews-El_Palentino-Madrid.html
2426,15011960,Sala Montano,(1),Historic Sites • Architectural Buildings,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d15011960-Reviews-Sala_Montano-Madrid.html
2427,13976522,Elbackstage,(2),Bars & Clubs,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d13976522-Reviews-Elbackstage-Madrid.html
2428,23587953,Thai Room Spa - Palacio De Los Duques,(1),Spas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d23587953-Reviews-Thai_Room_Spa_Palacio_De_Los_Duques-Madrid.html
2429,21281486,"Viajes Iverem. Viajes arqueológicos, culturales y ecoturismo.",(1),Multi-day Tours • Cultural Tours,5,1,FALSE,,,"Travel agency specialized in archaeological and cultural tourism. We design our product with specialists (archaeologists, historians, art historians and biologists). All this in small groups in favor…",https://www.tripadvisor.com/Attraction_Review-g187514-d21281486-Reviews-Viajes_Iverem_Viajes_arqueologicos_culturales_y_ecoturismo-Madrid.html
2430,26765895,Sensei masajes,(1),Spas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26765895-Reviews-Sensei_masajes-Madrid.html
2431,6834721,Salvador Bachiller,Speciality & Gift Shops,Barrio de Salamanca,3.3,84,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d6834721-Reviews-Salvador_Bachiller-Madrid.html
2432,26829251,CAR Centro de Acercamiento a lo Rural,(1),Civic Centres,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26829251-Reviews-CAR_Centro_de_Acercamiento_a_lo_Rural-Madrid.html
2433,26809892,Tablao Off Latina,(1),Theaters,5,1,FALSE,,,Flamenco Tablao in Historic District,https://www.tripadvisor.com/Attraction_Review-g187514-d26809892-Reviews-Tablao_Off_Latina-Madrid.html
2434,26805479,Campo Dehesa de Moratalaz,(1),Arenas & Stadiums,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26805479-Reviews-Campo_Dehesa_de_Moratalaz-Madrid.html
2435,26528496,Dinguo Market,(1),Flea & Street Markets,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26528496-Reviews-Dinguo_Market-Madrid.html
2436,5897817,Los Caballeros de Avila,(7),Bars & Clubs,3.6,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5897817-Reviews-Los_Caballeros_de_Avila-Madrid.html
2437,26782819,Dulcinea del Toboso,(1),Monuments & Statues,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26782819-Reviews-Dulcinea_del_Toboso-Madrid.html
2438,26725871,Statue Felipe II,(1),Monuments & Statues,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26725871-Reviews-Statue_Felipe_II-Madrid.html
2439,26789636,Cerro Almodóvar,(1),Nature & Wildlife Areas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26789636-Reviews-Cerro_Almodovar-Madrid.html
2440,26725870,Statue Alonso 10 El Sadio,(1),Monuments & Statues,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26725870-Reviews-Statue_Alonso_10_El_Sadio-Madrid.html
2441,26725872,Statue Jaume I Rei De Aragon,(1),Monuments & Statues,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26725872-Reviews-Statue_Jaume_I_Rei_De_Aragon-Madrid.html
2442,26725867,Statue Alonso Rei De Castilla,(1),Monuments & Statues,5,1,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d26725867-Reviews-Statue_Alonso_Rei_De_Castilla-Madrid.html
2443,5909377,Barbarum,(3),Bars & Clubs,4.3,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5909377-Reviews-Barbarum-Madrid.html
2444,5910155,El Lagar,(8),Bars & Clubs,3.8,8,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187514-d5910155-Reviews-El_Lagar-Madrid.html
