location_id,name,stars,rating,num_reviews,ranking_barcelona,price_min_usd,price_max_usd,price_lowest,address,phone,latitude,longitude,category,url
6672227,Hostal Turis Alba,,2.6,17,#268 of 313 B&Bs / Inns in Barcelona,,,,"Muntaner, 175, 08036 Barcelona Spain",+34 934 10 94 74,41.39187,2.15229,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d6672227-Reviews-Hostal_Turis_Alba-Barcelona_Catalonia.html
6678253,Room 018 Bcn,3,4.4,321,#66 of 888 Specialty lodging in Barcelona,70,155,,"C/ La Popla De Lillet 18, 08028 Barcelona Spain",+34 935 34 40 00,41.38104,2.130381,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6678253-Reviews-Room_018_Bcn-Barcelona_Catalonia.html
6752930,Casa Mathilda,3,4.6,217,#29 of 313 B&Bs / Inns in Barcelona,150,347,,"Roger de Lluria 125-127, 08037 Barcelona Spain",+34 935 32 16 00,41.39698,2.163574,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d6752930-Reviews-Casa_Mathilda-Barcelona_Catalonia.html
6776167,Acta Azul,,3.3,3,#219 of 313 B&Bs / Inns in Barcelona,,,,"Gran Via de les Corts Catalanes 327, 08014 Barcelona Spain",+34 934 25 51 61,41.37297,2.14597,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d6776167-Reviews-Acta_Azul-Barcelona_Catalonia.html
6828024,Castellbell Design With Garden and Pool Apartments,,3.3,4,#577 of 888 Specialty lodging in Barcelona,,,,"Castellbell 19, 08030 Barcelona Spain",,41.43368,2.18591,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6828024-Reviews-Castellbell_Design_With_Garden_and_Pool_Apartments-Barcelona_Catalonia.html
6834553,Pacific Apartment With Garden and Pool,,0,0,,,,,"Pacific 23, Sant Andreu, 08027 Barcelona Spain",,41.42596,2.18942,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6834553-Reviews-Pacific_Apartment_With_Garden_and_Pool-Barcelona_Catalonia.html
6852795,Bed&Bike Barcelona,2,4.7,276,#42 of 888 Specialty lodging in Barcelona,79,283,,"Carrer Diputacio 360, 08013 Barcelona Spain",+34 933 15 87 21,41.397152,2.176201,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6852795-Reviews-Bed_Bike_Barcelona-Barcelona_Catalonia.html
6854229,Villa Sagrada,3,3.5,42,#324 of 888 Specialty lodging in Barcelona,223,269,,"Passatge Vilaret, 13, 08013 Barcelona Spain",,41.40612,2.18016,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6854229-Reviews-Villa_Sagrada-Barcelona_Catalonia.html
6857714,Jiajia Hostel,,0,0,,,,,"Avinguda del Paraŀlel, 113, Barcelona, Espanya, 08004 Barcelona Spain",+34 932 69 25 12,41.37366,2.17687,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6857714-Reviews-Jiajia_Hostel-Barcelona_Catalonia.html
6867434,Viladomat Apartments,3,4.4,141,#108 of 888 Specialty lodging in Barcelona,269,595,,"Viladomat, 261, 08029 Barcelona Spain",+34 934 51 04 02,41.386677,2.147746,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6867434-Reviews-Viladomat_Apartments-Barcelona_Catalonia.html
6868641,Casa Balmes,3,4.3,106,#67 of 313 B&Bs / Inns in Barcelona,135,426,,"Calle Balmes # 60, Principal 1º y 2ª St/ Balmes 60, 08007 Barcelona Spain",+34 662 44 43 19,41.38962,2.162443,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d6868641-Reviews-Casa_Balmes-Barcelona_Catalonia.html
6870789,Moon Suites,,3.1,15,#578 of 888 Specialty lodging in Barcelona,,,,"Avenida Paralel, 99, 08004 Barcelona Spain",,41.3748,2.16342,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6870789-Reviews-Moon_Suites-Barcelona_Catalonia.html
6873246,Hostal Argo Barcelona,3,4.2,379,#48 of 313 B&Bs / Inns in Barcelona,104,248,,"Carrer Valencia 305, 08009 Barcelona Spain",+34 934 57 67 99,41.396145,2.167736,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d6873246-Reviews-Hostal_Argo_Barcelona-Barcelona_Catalonia.html
6899059,TOC Hostel & Suites,1.5,4.2,681,#50 of 888 Specialty lodging in Barcelona,61,541,$57,"Gran Via de Les Corts Catalanes 580, 08011 Barcelona Spain",+34 934 53 44 25,41.384754,2.162499,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6899059-Reviews-TOC_Hostel_Suites-Barcelona_Catalonia.html
6899162,Weflating Park Guell,3,3.9,32,#264 of 888 Specialty lodging in Barcelona,,,,"Republica Argentina, 36, 08023 Barcelona Spain",+34 640 60 61 57,41.40874,2.14716,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6899162-Reviews-Weflating_Park_Guell-Barcelona_Catalonia.html
6915180,Les Cases Joica,,0,0,,,,,"Calle Ticia 18, 08023 Barcelona Spain",+34 932 11 97 75,41.4167,2.13899,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6915180-Reviews-Les_Cases_Joica-Barcelona_Catalonia.html
6915849,Guest House Des Artistes,3,3.5,26,#476 of 888 Specialty lodging in Barcelona,91,123,,"Gran Via De Les Corts Catalanes 716 Pral 2, 08013 Barcelona Spain",+34 627 55 52 27,41.3959,2.177539,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6915849-Reviews-Guest_House_Des_Artistes-Barcelona_Catalonia.html
6929919,Bargain Stay,,1.3,6,#835 of 888 Specialty lodging in Barcelona,,,,"Ausias March, 159 - Entresuelo, 4 L'Eixample, 08013 Barcelona Spain",,41.39783,2.18412,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6929919-Reviews-Bargain_Stay-Barcelona_Catalonia.html
6937452,Residencia Universitaria Sants,1,3,31,#589 of 888 Specialty lodging in Barcelona,,,,"Carrer Joan Guell 86-88, 08028 Barcelona Spain",+34 934 09 40 27,41.38031,2.13276,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6937452-Reviews-Residencia_Universitaria_Sants-Barcelona_Catalonia.html
6940272,Serenity Drassanes Barcelona,,4.7,3,#448 of 888 Specialty lodging in Barcelona,,,,"Calle Guardia 14BIS, 08001 Barcelona Spain",,41.37767,2.17418,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6940272-Reviews-Serenity_Drassanes_Barcelona-Barcelona_Catalonia.html
6940856,Rosello-Aribau,,3.5,2,#567 of 888 Specialty lodging in Barcelona,,,,"Carrer de Rosello 142, Barcelona Spain",,41.39051,2.15381,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6940856-Reviews-Rosello_Aribau-Barcelona_Catalonia.html
6940993,LaLaLarambla,,3,1,#627 of 888 Specialty lodging in Barcelona,,,,"Pl Josep Oriol No. 3, 1, 08002 Barcelona Spain",+34 681 80 29 88,41.38199,2.17449,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6940993-Reviews-LaLaLarambla-Barcelona_Catalonia.html
6945701,Easy Rooms Gran Via,,4,2,#500 of 888 Specialty lodging in Barcelona,,,,"Gran Via de Les Corts Catalanes 694, 1st floor, 08010 Barcelona Spain",,41.39257,2.17213,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6945701-Reviews-Easy_Rooms_Gran_Via-Barcelona_Catalonia.html
6946130,Sagrada Familia Rooms,3.5,3.4,10,#396 of 888 Specialty lodging in Barcelona,,,,"Calle Valencia 477, 08013 Barcelona Spain",,41.404114,2.178571,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6946130-Reviews-Sagrada_Familia_Rooms-Barcelona_Catalonia.html
6951879,Hostal Albi Las Ramblas,,2.8,6,#669 of 888 Specialty lodging in Barcelona,,,,"Calle Nou de La Rambla 1, first floor 2., Barcelona Spain",+34 933 02 50 52,41.37938,2.1745,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6951879-Reviews-Hostal_Albi_Las_Ramblas-Barcelona_Catalonia.html
6961490,Paralelo Apartments,,2,2,#706 of 888 Specialty lodging in Barcelona,,,,"Hortes, 4, 08004 Barcelona Spain",,41.37307,2.16754,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6961490-Reviews-Paralelo_Apartments-Barcelona_Catalonia.html
6973853,H10 Metropolitan,4.5,4.7,1536,#41 of 521 hotels in Barcelona,202,465,$311,"Rambla Catalunya 7-9, 08007 Barcelona Spain",+34 932 14 07 20,41.38778,2.167658,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d6973853-Reviews-H10_Metropolitan-Barcelona_Catalonia.html
6988181,Vila de Gracia Apartments,,4,2,#531 of 888 Specialty lodging in Barcelona,,,,"Samso, 2, 08012 Barcelona Spain",,41.40136,2.16038,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d6988181-Reviews-Vila_de_Gracia_Apartments-Barcelona_Catalonia.html
7004457,Express by Gaiarooms,2,3.3,210,#168 of 313 B&Bs / Inns in Barcelona,82,286,,"Riera De Sant Miquel, 74, 08006 Barcelona Spain",+34 923 17 71 63,41.398785,2.154073,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7004457-Reviews-Express_by_Gaiarooms-Barcelona_Catalonia.html
7006624,Brun Barcelona B&B,2,4.2,51,#125 of 313 B&Bs / Inns in Barcelona,,,,"Carrer Del Palau 6 1º-2ª, 08002 Barcelona Spain",+34 932 69 59 15,41.381195,2.178178,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7006624-Reviews-Brun_Barcelona_B_B-Barcelona_Catalonia.html
7056606,Barcelona Center Muntaner,,3.6,22,#379 of 888 Specialty lodging in Barcelona,,,,"Muntaner, 64, L'Eixample, 08011 Barcelona Spain",,41.38691,2.159114,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7056606-Reviews-Barcelona_Center_Muntaner-Barcelona_Catalonia.html
7061021,Good-Home Paseo de Gracia,,3.1,16,#185 of 313 B&Bs / Inns in Barcelona,189,395,,"Rossello 254, 59410-000 Barcelona Spain",,41.39685,2.1622,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7061021-Reviews-Good_Home_Paseo_de_Gracia-Barcelona_Catalonia.html
7065631,Mila Apartments,4,4.2,223,#102 of 888 Specialty lodging in Barcelona,183,436,,"Milà i Fontanals 55, 08012 Barcelona Spain",+34 934 51 04 02,41.40247,2.160877,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7065631-Reviews-Mila_Apartments-Barcelona_Catalonia.html
7067601,Casa Llimona Hotel Boutique,2,3.8,146,#98 of 313 B&Bs / Inns in Barcelona,163,509,,"Roger de Lluria, 42, Principal, 08009 Barcelona Spain",+34 671 08 27 40,41.39219,2.170293,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7067601-Reviews-Casa_Llimona_Hotel_Boutique-Barcelona_Catalonia.html
7067890,Uranie Barcelona,,3.4,54,#373 of 888 Specialty lodging in Barcelona,,,,"Ferran, 19, 08002 Barcelona Spain",,41.381046,2.175029,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7067890-Reviews-Uranie_Barcelona-Barcelona_Catalonia.html
7068372,La Casa del Leon,,5,1,#430 of 888 Specialty lodging in Barcelona,,,,"Carrer del Telegraf 40, 08041 Barcelona Spain",,41.41712,2.17374,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7068372-Reviews-La_Casa_del_Leon-Barcelona_Catalonia.html
7113775,Viu Barcelona Apartments,,4.1,32,#256 of 888 Specialty lodging in Barcelona,,,,"Calle Hospital n 9, 08001 Barcelona Spain",+34 933 15 70 62,41.38107,2.17275,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7113775-Reviews-Viu_Barcelona_Apartments-Barcelona_Catalonia.html
7119865,Monrooms Barcelona SL,2,4.5,97,#68 of 313 B&Bs / Inns in Barcelona,94,247,,"Calle Mare de Deu Del Coll 14-16 1st floor, 08023 Barcelona Spain",+34 620 37 98 15,41.408592,2.150029,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7119865-Reviews-Monrooms_Barcelona_SL-Barcelona_Catalonia.html
7138272,Yurbban Trafalgar Hotel,3,4.8,2018,#19 of 521 hotels in Barcelona,159,558,$219,"C/ de Trafalgar, 30, 08010 Barcelona Spain",+34 932 68 07 27,41.38893,2.176007,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d7138272-Reviews-Yurbban_Trafalgar_Hotel-Barcelona_Catalonia.html
7142609,Serras Barcelona,5,4.9,2206,#1 of 521 hotels in Barcelona,404,1084,,"Passeig De Colom, 9, 08002 Barcelona Spain",+34 936 06 16 32,41.380188,2.180807,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d7142609-Reviews-Serras_Barcelona-Barcelona_Catalonia.html
7168625,THE HOTEL 592,3,4.3,112,#66 of 313 B&Bs / Inns in Barcelona,132,280,,"De Les Corts Catalanes 592 At the Corner With Placa Universitat, 08007 Barcelona Spain",+34 933 15 80 52,41.38631,2.164436,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7168625-Reviews-THE_HOTEL_592-Barcelona_Catalonia.html
7168691,Residencia Femenina Herzegovina,,5,3,#435 of 888 Specialty lodging in Barcelona,,,,"Carrer Herzegovina, 27, 08006 Barcelona Spain",+34 654 13 30 03,41.40302,2.13974,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7168691-Reviews-Residencia_Femenina_Herzegovina-Barcelona_Catalonia.html
7179503,MY Space Barcelona Gracia Pool Terrace,,3.6,208,#261 of 888 Specialty lodging in Barcelona,263,681,,"Carrer de hercegovina 1 Local, 08021 Barcelona Spain",+34 934 17 32 66,41.401432,2.138175,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7179503-Reviews-MY_Space_Barcelona_Gracia_Pool_Terrace-Barcelona_Catalonia.html
7179568,Sants Montjuic Spanish Village Area,,3.3,17,#391 of 888 Specialty lodging in Barcelona,,,,"Concordia 17-25, 08004 Barcelona Spain",,41.3733,2.16013,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7179568-Reviews-Sants_Montjuic_Spanish_Village_Area-Barcelona_Catalonia.html
7181128,Mercedes Heritage Apartments,4,4.6,110,#81 of 888 Specialty lodging in Barcelona,178,517,,"Calle Provenza, 131 - 133, 08036 Barcelona Spain",+34 933 48 82 87,41.38804,2.15224,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7181128-Reviews-Mercedes_Heritage_Apartments-Barcelona_Catalonia.html
7181159,Gaudi Next Door,3,4,2,#536 of 888 Specialty lodging in Barcelona,,,,"Francoli 55, 08006 Barcelona Spain",,41.4034,2.14593,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7181159-Reviews-Gaudi_Next_Door-Barcelona_Catalonia.html
7181849,Hotel Residencia Apimec,,3.9,19,#328 of 888 Specialty lodging in Barcelona,,,,"Carrer del Bruc 136, Barcelona Spain",,41.39707,2.16604,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7181849-Reviews-Hotel_Residencia_Apimec-Barcelona_Catalonia.html
7184002,Hotel Praktik Vinoteca,3,4.5,2509,#134 of 521 hotels in Barcelona,149,380,$153,"Balmes 51, 08007 Barcelona Spain",+34 934 54 50 28,41.389297,2.162403,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d7184002-Reviews-Hotel_Praktik_Vinoteca-Barcelona_Catalonia.html
7195415,Blue Barcelona Bed & Breakfast,2,4.2,188,#82 of 313 B&Bs / Inns in Barcelona,184,328,,"Via Augusta 65, 1º 1ª, 08006 Barcelona Spain",+34 936 76 29 27,41.400253,2.151383,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7195415-Reviews-Blue_Barcelona_Bed_Breakfast-Barcelona_Catalonia.html
7208128,Bruc & Bruc,3,3.4,46,#183 of 313 B&Bs / Inns in Barcelona,120,316,,"Mallorca, 290, 2-2, Eixample, 08037 Barcelona Spain",,41.401897,2.173449,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7208128-Reviews-Bruc_Bruc-Barcelona_Catalonia.html
7211886,EnVille Apartments,,4,10,#365 of 888 Specialty lodging in Barcelona,,,,"Joaquin Costa 53, 08001 Barcelona Spain",,41.38347,2.16472,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7211886-Reviews-EnVille_Apartments-Barcelona_Catalonia.html
7234979,Amra Barcelona Gran Via,2,4,233,#355 of 521 hotels in Barcelona,124,372,,"Gran Via de las Corts Catalanes, 682, 08010 Barcelona Spain",+34 934 88 43 06,41.3925,2.173017,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d7234979-Reviews-Amra_Barcelona_Gran_Via-Barcelona_Catalonia.html
7235115,APBCN Eixample Center,,3.4,24,#466 of 888 Specialty lodging in Barcelona,326,574,,"Roger de Flor 136, 08013 Barcelona Spain",,41.396378,2.176094,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7235115-Reviews-APBCN_Eixample_Center-Barcelona_Catalonia.html
7273695,Pension Cortes Diputacio,,2,1,#670 of 888 Specialty lodging in Barcelona,,,,"Diputacio 135, Principal 1, 08011 Barcelona Spain",,41.37557,2.14736,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7273695-Reviews-Pension_Cortes_Diputacio-Barcelona_Catalonia.html
7289535,Poblenou Guest House Beach,,5,1,#534 of 888 Specialty lodging in Barcelona,,,,"Rambla Poblenou, 67 - 1, 08005 Barcelona Spain",,41.40106,2.20109,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7289535-Reviews-Poblenou_Guest_House_Beach-Barcelona_Catalonia.html
7312684,Bed and Break,,2.6,7,#766 of 888 Specialty lodging in Barcelona,130,367,,"C/ Diputacio 327, 2nd floor 2nd door, 08009 Barcelona Spain",+34 696 53 14 39,41.39415,2.17201,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7312684-Reviews-Bed_and_Break-Barcelona_Catalonia.html
7348706,SmartRoom Barcelona,2.5,4.3,524,#150 of 521 hotels in Barcelona,105,291,$146,"Carrer d'Olzinelles, 58 Sants-Montjuic, 08014 Barcelona Spain",+34 934 31 18 64,41.372036,2.136769,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d7348706-Reviews-SmartRoom_Barcelona-Barcelona_Catalonia.html
7348864,Valley Apartments,,2.3,12,#822 of 888 Specialty lodging in Barcelona,,,,"Carrer de Fastenrath, 108, 08035 Barcelona Spain",,41.4231,2.148114,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7348864-Reviews-Valley_Apartments-Barcelona_Catalonia.html
7379150,Guest House Parc Guell,,0,0,,,,,"Mora d'ebre 44-48, A -1 2, 08023 Barcelona Spain",,41.41451,2.1475,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7379150-Reviews-Guest_House_Parc_Guell-Barcelona_Catalonia.html
7382012,Barcelona Rooms Rent,,3,7,#242 of 313 B&Bs / Inns in Barcelona,,,,"Provenca, 494, 08025 Barcelona Spain",,41.4063,2.17708,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7382012-Reviews-Barcelona_Rooms_Rent-Barcelona_Catalonia.html
7383449,Abril Bed and breakfast,,4,5,#187 of 313 B&Bs / Inns in Barcelona,,,,"Calle Valencia 404 Eixample, 08013 Barcelona Spain",,41.40135,2.17494,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7383449-Reviews-Abril_Bed_and_breakfast-Barcelona_Catalonia.html
7383733,Zimaleto Barcelona,,2.5,2,#688 of 888 Specialty lodging in Barcelona,,,,"Calle 26 de gener nª 21 3ero 1era, 08014 Barcelona Spain",+34 632 96 86 44,41.37429,2.14141,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7383733-Reviews-Zimaleto_Barcelona-Barcelona_Catalonia.html
7387455,Hostel Sant Pau 51,1,2,1,#674 of 888 Specialty lodging in Barcelona,,,,"Ronda Sant Pau 51, 08015 Barcelona Spain",,41.37732,2.16467,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7387455-Reviews-Hostel_Sant_Pau_51-Barcelona_Catalonia.html
7391616,Zoilo Apartments Sagrada Familia,4,3,44,#615 of 888 Specialty lodging in Barcelona,,,,"Travesera de Gracia, 314, P4 Horta-Guinardo Horta-Guinardo, 08025 Barcelona Spain",+34 629 36 23 49,41.40772,2.168405,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7391616-Reviews-Zoilo_Apartments_Sagrada_Familia-Barcelona_Catalonia.html
7393378,SSA Camp Nou Apartments,3,4.3,6,#389 of 888 Specialty lodging in Barcelona,,,,"Numancia, 126, 08029 Barcelona Spain",,41.38713,2.13516,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7393378-Reviews-SSA_Camp_Nou_Apartments-Barcelona_Catalonia.html
7394666,Arc House,1,3.5,401,#208 of 888 Specialty lodging in Barcelona,38,1180,,"Buenaventura Munoz 16, 08018 Barcelona Spain",+34 930 16 11 81,41.391186,2.184347,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7394666-Reviews-Arc_House-Barcelona_Catalonia.html
7396637,Olivia Barcelona,2.5,4.5,13,#224 of 888 Specialty lodging in Barcelona,133,553,,"Carrer del Taquígraf Martí, 24 Les Corts, 08028 Barcelona Spain",+34 638 65 33 52,41.38533,2.13071,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7396637-Reviews-Olivia_Barcelona-Barcelona_Catalonia.html
7591510,La Casa De Antonio Petit Hotel,,3.7,89,#232 of 888 Specialty lodging in Barcelona,141,465,,"Gran Via de les Corts Catalanes 584 2 2, 08011 Barcelona Spain",+34 937 68 73 82,41.38501,2.16269,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7591510-Reviews-La_Casa_De_Antonio_Petit_Hotel-Barcelona_Catalonia.html
7604156,Guest House Light,,0,0,,,,,"Gran Via les Cortes Catalanes 671, 08013 Barcelona Spain",,41.39616,2.17682,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7604156-Reviews-Guest_House_Light-Barcelona_Catalonia.html
7604971,Coffee and Sugar Hostel,,3.6,46,#296 of 888 Specialty lodging in Barcelona,103,242,,"Carrer de Casanova, 232 Principal, 08036 Barcelona Spain",+34 616 41 99 69,41.39278,2.14918,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7604971-Reviews-Coffee_and_Sugar_Hostel-Barcelona_Catalonia.html
7606920,Residencia Anglus,,4.5,8,#166 of 313 B&Bs / Inns in Barcelona,,,,"152 Pral. 2a, 59410-000 Barcelona Spain",34 932 37 32 83,41.28538,1.74152,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7606920-Reviews-Residencia_Anglus-Barcelona_Catalonia.html
7607316,Sweet BCN Traveller House,3,4.5,129,#111 of 888 Specialty lodging in Barcelona,,,,"Avenida Diagonal, 392, 08037 Barcelona Spain",+34 640 92 95 62,41.39887,2.167647,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7607316-Reviews-Sweet_BCN_Traveller_House-Barcelona_Catalonia.html
7623524,Guest House Casa Nova,,3,1,#634 of 888 Specialty lodging in Barcelona,,,,"Valencia, 180, 08011 Barcelona Spain",,41.38753,2.15663,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7623524-Reviews-Guest_House_Casa_Nova-Barcelona_Catalonia.html
7649536,Hostalin Barcelona Passeig de Gracia,3,4,103,#127 of 313 B&Bs / Inns in Barcelona,,,,"Passeig de Gracia, 78, 08008 Barcelona Spain",+34 931 92 50 40,41.393826,2.163197,BB,https://www.tripadvisor.com/Hotel_Review-g187497-d7649536-Reviews-Hostalin_Barcelona_Passeig_de_Gracia-Barcelona_Catalonia.html
7653742,Pigalle,,4.6,7,#343 of 888 Specialty lodging in Barcelona,,,,"Gran Via De Les Corts Catalanes, 496 1o 2a, 08015 Barcelona Spain",,41.38091,2.156956,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7653742-Reviews-Pigalle-Barcelona_Catalonia.html
7656780,BWH Poble Nou,,4,7,#417 of 888 Specialty lodging in Barcelona,292,627,,"Calle Venero, 8, 08005 Barcelona Spain",34 392016655,41.4016,2.20184,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7656780-Reviews-BWH_Poble_Nou-Barcelona_Catalonia.html
7659591,Boutique Apartments Barcelona LCL,,3.5,10,#492 of 888 Specialty lodging in Barcelona,,,,"Plaza Antonio Lopez 6 bis, 08002 Barcelona Spain",+34 630 28 62 29,41.38117,2.18134,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7659591-Reviews-Boutique_Apartments_Barcelona_LCL-Barcelona_Catalonia.html
7690477,"Cotton House Hotel, Autograph Collection",5,4.6,1962,#61 of 521 hotels in Barcelona,447,1052,$809,"Gran Via De Les Corts Catalanes, 670, 08010 Barcelona Spain",+34 934 50 50 45,41.39141,2.171322,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187497-d7690477-Reviews-Cotton_House_Hotel_Autograph_Collection-Barcelona_Catalonia.html
7690544,Central Apartments Barcelona,3.5,4.3,81,#163 of 888 Specialty lodging in Barcelona,192,839,,"Carrer de Bailen, 125, 08009 Barcelona Spain",+44 20 8144 0215,41.398,2.168794,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7690544-Reviews-Central_Apartments_Barcelona-Barcelona_Catalonia.html
7710834,Bonavista Apartments - Eixample,4,4.1,47,#210 of 888 Specialty lodging in Barcelona,213,403,,"Carrer de Provenca 232, 08036 Barcelona Spain",+34 935 18 12 63,41.39137,2.1572,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7710834-Reviews-Bonavista_Apartments_Eixample-Barcelona_Catalonia.html
7724356,The Hostel Box Centrik,,3,1,#628 of 888 Specialty lodging in Barcelona,,,,"Balmes 58, 08007 Barcelona Spain",,41.38952,2.16251,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7724356-Reviews-The_Hostel_Box_Centrik-Barcelona_Catalonia.html
7730165,Alguera Apartments Industria,3.5,3.8,55,#223 of 888 Specialty lodging in Barcelona,230,462,,"Industria 201-203, 08041 Barcelona Spain",+34 936 24 23 31,41.412025,2.176662,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7730165-Reviews-Alguera_Apartments_Industria-Barcelona_Catalonia.html
7732255,thesuites Barcelona Apartments,3,3.8,20,#374 of 888 Specialty lodging in Barcelona,,,,"Calaf, 19, 08021 Barcelona Spain",+34 675 27 75 89,41.39726,2.14403,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7732255-Reviews-Thesuites_Barcelona_Apartments-Barcelona_Catalonia.html
7732977,Hostal Central,,4,3,#518 of 888 Specialty lodging in Barcelona,,,,"11 rue de l'Universite Etage 1, 08007 Barcelona Spain",+34 933 02 24 20,41.40081,2.20561,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7732977-Reviews-Hostal_Central-Barcelona_Catalonia.html
7733874,Sleeping Inn Barcelona,,1.3,19,#887 of 888 Specialty lodging in Barcelona,,,,"Diputacion 118, Principal 2º, Eixample, 08015 Barcelona Spain",,41.38164,2.15585,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7733874-Reviews-Sleeping_Inn_Barcelona-Barcelona_Catalonia.html
7733940,Dorman Place,,3.5,2,#581 of 888 Specialty lodging in Barcelona,,,,"Carrer de l'Hospital 53, 08001 Barcelona Spain",,41.38057,2.17096,OTHER,https://www.tripadvisor.com/Hotel_Review-g187497-d7733940-Reviews-Dorman_Place-Barcelona_Catalonia.html
